Film,Year,Script Type,Rotten Tomatoes  critics,Metacritic  critics,Average critics ,Rotten Tomatoes Audience ,Metacritic Audience ,Rotten Tomatoes vs Metacritic  deviance,Average audience ,Audience vs Critics deviance ,Primary Genre,Genre,Opening Weekend,Opening weekend ($million),Domestic Gross,Domestic gross ($million),Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million), of Gross earned abroad,Budget ($million), Budget recovered, Budget recovered opening weekend,Oscar Winners,Oscar Detail,Link,None,Distributor,IMDb Rating,IMDB vs RT disparity,Release Date (US),"financial source, if not The numbers"
Hanna,2011,original screenplay,71,65,68,67,70,-3,69,-1,,"action, adventure, thriller",12370000,12.37,40260000,40.26,23.52,23520000,63780000,63.78,36.88%,30,212.60%,41.23%,,,http://www.amazon.com/gp/product/B005KAH7QU/?tag=titb-20,1,,,,"Apr 8, 2011",
Larry Crowne,2011,original screenplay,34,41,38,46,58,-12,52,-15,,"comedy, romance",13100000,13.10,35610000,35.61,36.4,36400000,72010000,72.01,50.55%,30,240.03%,43.67%,,,http://www.amazon.com/gp/product/B0067XLIG4/?tag=titb-20,1,,,,"Jul 1, 2011",
Sanctum,2011,original screenplay,30,42,36,39,50,-11,45,-9,,"adventure, thriller",9400000,9.40,23210000,23.21,85.4,85400000,108610000,108.61,78.63%,30,362.03%,31.33%,,,http://www.amazon.com/gp/product/B0054IOWTS/?tag=titb-20,1,,,,"Feb 4, 2011",
Fright Night,2011,remake / reboot,75,64,70,68,68,0,68,2,,"comedy, horror",7710000,7.71,18300000,18.30,22.7,22700000,41000000,41.00,55.37%,30,136.67%,25.70%,,,http://www.amazon.com/gp/product/B0094M2TB8/?tag=titb-20,1,,,,"August 19, 2011",
30 Minutes or Less,2011,original screenplay,43,49,46,48,56,-8,52,-6,,"action, comedy, crime",13330000,13.33,37050000,37.05,3.49,3490000,40540000,40.54,8.61%,28,144.79%,47.61%,,,http://www.amazon.com/gp/product/B0062KJ1Q6/?tag=titb-20,1,,,,"Aug 12, 2011",
Limitless,2011,adaptation,69,59,64,73,72,1,73,-9,,"mystery, sci-fi, thriller",18910000,18.91,79250000,79.25,82.6,82600000,161850000,161.85,51.03%,27,599.44%,70.04%,,,http://www.amazon.com/gp/product/B005DD7TI0/?tag=titb-20,1,,,,"Mar 18, 2011",
Spy Kids: All The Time in the World,2011,sequel,22,37,30,40,24,16,32,-3,,"action, adventure, comedy",11640000,11.64,38540000,38.54,47.03,47030000,85570000,85.57,54.96%,27,316.93%,43.11%,,,http://www.amazon.com/gp/product/B006BQFETE/?tag=titb-20,1,,,,"Aug 19, 2011",
The Eagle,2011,adaptation,39,55,47,43,60,-17,52,-5,,adventure ,8680000,8.68,19490000,19.49,7.63,7630000,27120000,27.12,28.13%,25,108.48%,34.72%,,,http://www.amazon.com/gp/product/B0055OKKBA/?tag=titb-2,1,,,,"Feb 11, 2011",
No Strings Attached,2011,original screenplay,49,50,50,57,54,3,56,-6,,"comedy, romance",19700000,19.70,70660000,70.66,78.57,78570000,149230000,149.23,52.65%,25,596.92%,78.80%,,,http://www.amazon.com/gp/product/B00503BN1M/?tag=titb-20,1,,,,"Jan 21, 2011",
Shark Night 3D,2011,original screenplay,16,22,19,25,45,-20,35,-16,,"horror, thriller",8400000,8.40,18880000,18.88,21.26,21260000,40140000,40.14,52.96%,25,160.56%,33.60%,,,http://www.amazon.com/gp/product/B006SV89YO/?tag=titb-20,1,,,,"Sep 2, 2011",
Take Me Home Tonight,2011,original screenplay,28,42,35,46,62,-16,54,-19,,"comedy, romance",3460000,3.46,6930000,6.93,0.6,600000,7530000,7.53,7.97%,25,30.12%,13.84%,,,http://www.amazon.com/gp/product/B005DD7CKU/?tag=titb-20,1,,,,"Mar 4, 2011",
The Conspirator,2011,original screenplay,56,55,56,65,68,-3,67,-11,,"crime, history",3510000,3.51,11540000,11.54,3.94,3940000,15480000,15.48,25.45%,25,61.92%,14.04%,,,http://www.amazon.com/gp/product/B005HGKW00/?tag=titb-20,1,,,,"April 15, 2011",
The Sitter,2011,original screenplay,22,39,31,43,52,-9,48,-17,,comedy,9850000,9.85,30441000,30.44,4.5,4500000,34941000,34.94,12.88%,25,139.76%,39.40%,,,http://www.amazon.com/gp/product/B007MJSOO6/?tag=titb-20,1,,,,"Dec 9, 2011",
Warrior,2011,original screenplay,83,71,77,93,84,9,89,-12,,sport,5240000,5.24,13660000,13.66,9.4,9400000,23060000,23.06,40.76%,25,92.24%,20.96%,,,http://www.amazon.com/gp/product/B006O5YHUY/?tag=titb-20,1,,,,"Sep 9, 2011",
Don't Be Afraid Of The Dark,2011,remake / reboot,59,56,58,37,54,-17,46,12,,"fantasy, horror, thriller",8530000,8.53,24050000,24.05,12.95,12950000,37000000,37.00,35.00%,25,148.00%,34.12%,,,http://www.amazon.com/gp/product/B006REBZOS/?tag=titb-20,1,,,,"Aug 26, 2011",
Footloose,2011,remake / reboot,71,58,65,71,58,13,65,0,,"comedy, music, romance",15560000,15.56,51800000,51.80,11.74,11740000,63540000,63.54,18.48%,24,264.75%,64.83%,,,http://www.amazon.com/gp/product/B007HJ91HU/?tag=titb-20,1,,,,"Oct 14, 2011",
Tinker Tailor Soldier Spy,2011,adaptation,83,85,84,68,65,3,67,18,,"mystery, thriller",5470000,5.47,24149000,24.15,56.481,56481000,80630000,80.63,70.05%,21,383.95%,26.05%,,,http://www.amazon.com/gp/product/B007BVOF8E/?tag=titb-20,1,,,,"Jan 6, 2012",
The Beaver,2011,original screenplay,62,60,61,57,64,-7,61,1,,drama,110000,0.11,970000,0.97,5.4,5400000,6370000,6.37,84.77%,21,30.33%,0.52%,,,http://www.amazon.com/gp/product/B005GH8U0E/?tag=titb-20,1,,,,"May 20, 2011",
Diary of a Wimpy Kid 2: Rodrick Rules,2011,sequel,47,51,49,63,72,-9,68,-19,,"comedy, family",23750000,23.75,52700000,52.70,19.72,19720000,72420000,72.42,27.23%,21,344.86%,113.10%,,,http://www.amazon.com/gp/product/B00574P9EQ/?tag=titb-20,1,,,,"Mar 25, 2011",
A Dangerous Method,2011,adaptation,79,76,78,89,62,27,76,2,,"biography, thriller",170000,0.17,5700000,5.70,21.76,21760000,27460000,27.46,79.24%,20,137.30%,0.85%,,,http://www.amazon.com/gp/product/B007OUFESC/?tag=titb-20,1,,,,"Dec 23, 2011",
Dylan Dog: Dead of Night,2011,adaptation,6,31,19,28,55,-27,42,-23,,"comedy, horror, mystery",750000,0.75,1190000,1.19,3.45,3450000,4640000,4.64,74.35%,20,23.20%,3.75%,,,http://www.amazon.com/gp/product/B005EJN5B8/?tag=titb-20,1,,,,"Apr 29, 2011",
Jane Eyre,2011,adaptation,85,76,81,77,71,6,74,7,,romance,180000,0.18,11240000,11.24,23.47,23470000,34710000,34.71,67.62%,20,173.55%,0.90%,,,http://www.amazon.com/gp/product/B0057F869U/?tag=titb-20,1,,,,"Apr 8, 2011",
What's Your Number,2011,adaptation,24,35,30,50,52,-2,51,-22,,"comedy, romance",5420000,5.42,14010000,14.01,16.42,16420000,30430000,30.43,53.96%,20,152.15%,27.10%,,,http://www.amazon.com/gp/product/B006VRZ5YM/?tag=titb-20,1,,,,"Sep 30, 2011",
Bad Teacher,2011,original screenplay,44,47,46,38,51,-13,45,1,,comedy,31600000,31.60,100290000,100.29,115.9,115900000,216190000,216.19,53.61%,20,1080.95%,158.00%,,,http://www.amazon.com/gp/product/B005W8SNNG/?tag=titb-20,1,,,,"Jun 24, 2011",
Monte Carlo,2011,original screenplay,38,43,41,50,58,-8,54,-14,,"adventure, comedy, romance",7450000,7.45,23190000,23.19,16.48,16480000,39670000,39.67,41.54%,20,198.35%,37.25%,,,http://www.amazon.com/gp/product/B005WQ3F2C/?tag=titb-20,1,,,,"Jul 1, 2011",
The Debt,2011,remake / reboot,76,65,71,70,66,4,68,3,,thriller,9910000,9.91,31180000,31.18,14.46,14460000,45640000,45.64,31.68%,20,228.20%,49.55%,,,http://www.amazon.com/gp/product/B006INDMEE/?tag=titb-20,1,,,,"Aug 31, 2011",
A Very Harold and Kumar 3D Christmas,2011,sequel,72,61,67,71,66,5,69,-2,,comedy,12950000,12.95,35060000,35.06,0.33,330000,35390000,35.39,0.93%,19,186.26%,68.16%,,,http://www.amazon.com/gp/product/B006PPW98U/?tag=titb-20,1,,,,"Nov 4, 2011",
Soul Surfer,2011,adaptation,46,53,50,79,71,8,75,-26,,"biography, sport",10600000,10.60,43850000,43.85,3.24,3240000,47090000,47.09,6.88%,18,261.61%,58.89%,,,http://www.amazon.com/gp/product/B0055PMUSU/?tag=titb-20,1,,,,"Apr 8, 2011",
Beastly,2011,adaptation,19,40,30,50,54,-4,52,-23,,"fantasy, romance",9850000,9.85,27870000,27.87,15.3,15300000,43170000,43.17,35.44%,17,253.94%,57.94%,,,http://www.amazon.com/gp/product/B0094LYJZI/?tag=titb-20,1,,,,"Mar 4, 2011",
The Roommate,2011,original screenplay,4,23,14,29,39,-10,34,-21,,"horror, thriller",15000000,15.00,37300000,37.30,3.19,3190000,40490000,40.49,7.88%,16,253.06%,93.75%,,,http://www.amazon.com/gp/product/B004XWLI4I/?tag=titb-20,1,,,,"Feb 4, 2011",
Drive,2011,adaptation,93,78,86,79,77,2,78,8,,crime,11340000,11.34,35060000,35.06,41.11,41110000,76170000,76.17,53.97%,15,507.80%,75.60%,,,http://www.amazon.com/gp/product/B006W0QR1S/?tag=titb-20,1,,,,"Sep 16, 2011",
One Day,2011,adaptation,37,48,43,54,55,-1,55,-12,,romance,5080000,5.08,13840000,13.84,45.55,45550000,59390000,59.39,76.70%,15,395.93%,33.87%,,,http://www.amazon.com/gp/product/B005TPCQ5I/?tag=titb-20,1,,,,"Aug 19, 2011",
The Company Men,2011,original screenplay,66,69,68,55,64,-9,60,8,,drama,640000,0.64,4440000,4.44,0.44,440000,4880000,4.88,9.02%,15,32.53%,4.27%,,,http://www.amazon.com/gp/product/B0054NQZ9S/?tag=titb-20,1,,,,"Jan 21, 2011",
The Ides of March,2011,adaptation,85,67,76,76,71,5,74,3,,drama,10470000,10.47,40960000,40.96,35.03,35030000,75990000,75.99,46.10%,12.5,607.92%,83.76%,,,http://www.amazon.com/gp/product/B006X4MW30/?tag=titb-20,1,,,,"Oct 7, 2011",
My Week with Marilyn,2011,based on a true story,83,65,74,84,73,11,79,-5,,biography  ,1750000,1.75,14600000,14.60,20.46,20460000,35060000,35.06,58.36%,10,350.60%,17.50%,,,http://www.amazon.com/gp/product/B007JRUA7K/?tag=titb-20,1,,,,"Nov 23, 2011",
Cedar Rapids,2011,original screenplay,86,70,78,61,70,-9,66,13,,comedy,300000,0,6860000,7,0,1001029,6860000,7,14.59%,10,68.60%,3.00%,,,http://www.amazon.com/gp/product/B00574SQ6E/?tag=titb-20,1,,,,"Feb 11, 2011",
50/50,2011,based on a true story,93,72,83,93,81,12,87,-5,,comedy,8640000,8.64,35010000,35.01,4.17,4170000,39180000,39.18,10.64%,8,489.75%,108.00%,,,http://www.amazon.com/gp/product/B00715S5Z4/?tag=titb-20,1,,,,"Sep 30, 2011",
Shame,2011,original screenplay,80,72,76,80,79,1,80,-4,,drama,340000,0.34,3090000,3.09,13.784,13784000,16874000,16.87,81.69%,6.5,259.60%,5.23%,,,http://www.amazon.com/gp/product/B007UXT6O6/?tag=titb-20,1,,,,"Dec 2, 2011",
Everything Must Go,2011,adaptation,74,65,70,53,65,-12,59,11,,comedy,790000,0.79,2710000,2.71,0.1,100000,2810000,2.81,3.56%,5,56.20%,15.80%,,,http://www.amazon.com/gp/product/B008Y7I2AQ/?tag=titb-20,1,,,,"May 13, 2011",
Apollo 18,2011,original screenplay,23,24,24,31,47,-16,39,-16,,"horror, sci-fi, thriller",8700000,8.70,17690000,17.69,7.88,7880000,25570000,25.57,30.82%,5,511.40%,174.00%,,,http://www.amazon.com/gp/product/B006QPVGKG/?tag=titb-20,1,,,,"Sep 2, 2011",
Our Idiot Brother,2011,original screenplay,68,60,64,79,65,14,72,-8,,comedy,7010000,7.01,24820000,24.82,1,1000000,25820000,25.82,3.87%,5,516.40%,140.20%,,,http://www.amazon.com/gp/product/B006FTCBF2/?tag=titb-20,1,,,,"Aug 26, 2011",
Take Shelter,2011,original screenplay,92,85,89,85,77,8,81,8,,thriller,50000,0.05,1730000,1.73,1.4,1400000,3130000,3.13,44.73%,5,62.60%,1.00%,,,http://www.amazon.com/gp/product/B0078YXF4Y/?tag=titb-20,1,,,,"Oct 7, 2011",
Paranormal Activity 3,2011,sequel,68,59,64,58,60,-2,59,5,,horror,52570000,52.57,104030000,104.03,103.01,103010000,207040000,207.04,49.75%,5,4140.80%,1051.40%,,,http://www.amazon.com/gp/product/B00715SUI6/?tag=titb-20,1,,,,"Oct 21, 2011",
Red State,2011,original screenplay,57,50,54,59,64,-5,62,-8,,"action, horror, thriller",204230,0.20,1100000,1.10,0.77,769778,1100001,1,69.98%,4,27.50%,5.11%,,,http://www.amazon.com/gp/product/B005KGPC4S/?tag=titb-20,1,,,,"Sep 23, 2011",
Margin Call,2011,original screenplay,86,76,81,73,71,2,72,9,,thriller,560000,0.56,5350000,5.35,14.15,14150000,19500000,19.50,72.56%,3.5,557.14%,16.00%,,,http://www.amazon.com/gp/product/B008Y6SLL2/?tag=titb-20,1,,,,"Oct 21, 2011",
Insidious,2011,original screenplay,67,52,60,65,70,-5,68,-8,,"horror, thriller",13270000,13.27,54010000,54.01,43,43000000,97010000,97.01,44.33%,1.5,6467.33%,884.67%,,,http://www.amazon.com/gp/product/B016887PIW/?tag=titb-20,1,,,,"Apr 1, 2011",
Another Earth,2011,original screenplay,63,66,65,74,72,2,73,-9,,sci-fi ,80000,0.08,1320000,1.32,0.45,450000,1770000,1.77,25.42%,0.2,885.00%,40.00%,,,http://www.amazon.com/gp/product/B006FTCH2E/?tag=titb-20,1,,,,"Aug 12, 2011",
