"Facility Type","Facility Number","Facility Name","Licensee","Facility Email","Facility Administrator","Facility Telephone Number","Facility Address","Facility City","Facility State","Facility Zip","County Name","Regional Office","Facility Capacity","Facility Status","License First Date","Closed Date","Last Visit Date","Inspection Visits","Complaint Visits","Other Visits","Total Visits","Citation Numbers","POC Dates","All Visit Dates","Inspection Visit Dates","Inspect TypeA","Inspect TypeB","Other Visit Dates","Other TypeA","Other TypeB","Complaint Info- Date, #Sub Aleg, # Inc Aleg, # Uns Aleg, # TypeA, # TypeB ..."
"HOME CARE","304700040","ACCENTCARE OF CA - LAKE FOREST","ACCENTCARE OF CALIFORNIA, INC.","BRYANBURNETT@ACCENTCARE.COM","SCHULTZ, HANNAH","(925) 685-9555","23725 BIRTCHER DRIVE, STE 150","LAKE FOREST","CA","92630","ORANGE","47","","LICENSED","6/15/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","494700005","ACCENTCARE OF CA - PETALUMA","ACCENTCARE OF CALIFORNIA, INC.","REENECOWAN@ACCENTCARE.COM","KOTCH, KAYLA","(707) 792-2211","1301 REDWOOD WAY, SUITE 105","PETALUMA","CA","94954","SONOMA","47","","LICENSED","6/15/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700198","ACCENTCARE OF CA - RANCHO MIRAGE","ACCENTCARE OF CALIFORNIA, INC.","REENECOWAN@ACCENTCARE.COM","BRADBURY, MICHAEL","(408) 610-7413","71687 HWY 111 STE 201","RANCHO MIRAGE","CA","92270","RIVERSIDE","47","","LICENSED","2/10/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700013","ACCENTCARE OF CA - RIVERSIDE","ACCENTCARE OF CALIFORNIA, INC.","REENECOWAN@ACCENTCARE.COM","BRIDGES, CAITLIN","(951) 778-8985","2280 MARKET ST. STE 220","RIVERSIDE","CA","92501","RIVERSIDE","47","","LICENSED","6/15/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","344700015","ACCENTCARE OF CA - SACRAMENTO","ACCENTCARE OF CALIFORNIA, INC.","BRYANBURNETT@ACCENTCARE.COM","GARVIN, KRISTIN","(925) 685-9555","1451 RIVER PARK DR STE 150","SACRAMENTO","CA","95815","SACRAMENTO","47","","LICENSED","6/15/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700038","ACCENTCARE OF CA - SAN DIEGO","ACCENTCARE OF CALIFORNIA, INC.","BRYANBURNETT@ACCENTCARE.COM","SCHULTZ, HANNAH","(925) 685-9555","411 CAMINO DEL RIO S, STE 302","SAN DIEGO","CA","92108","SAN DIEGO","47","","LICENSED","6/23/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","434700172","ACCENTCARE OF CA - SAN JOSE","ACCENTCARE OF CALIFORNIA, INC.","REENECOWAN@ACCENTCARE.COM","BRADBURY, MICHAEL","(408) 376-0811","400 RACE ST. STE 101","SAN JOSE","CA","95126","SANTA CLARA","47","","LICENSED","11/16/2022","","3/15/2023","1","0","0","1","","","03/15/2023","03/15/2023","0","0","","0","0","No Complaints"
"HOME CARE","194700940","ACCENTCARE OF CA - TORRANCE","ACCENTCARE OF CALIFORNIA, INC.","REENECOWAN@ACCENTCARE.COM","MACAHILIG, CANDICE","(408) 610-7413","21515 HAWTHORNE BLVD STE 200","TORRANCE","CA","90503","LOS ANGELES","47","","LICENSED","12/27/2022","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","074700019","ACCENTCARE OF CA - WALNUT CREEK","ACCENTCARE OF CALIFORNIA, INC.","BRYANBURNETT@ACCENTCARE.COM","DEVENCENZI, JANA","(925) 685-9555","1910 OLYMPIC BLVD. STE 235","WALNUT CREEK","CA","94956","CONTRA COSTA","47","","LICENSED","6/15/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700958","ACCENTCARE OF CA - WOODLAND HILLS","ACCENTCARE OF CALIFORNIA, INC.","REENECOWAN@ACCENTCARE.COM","SCHULTZ, HANNAH","(818) 480-9352","6303 OWENSMOUTH AVE. STE 1037","WOODLAND HILLS","CA","91367","LOS ANGELES","47","","LICENSED","3/14/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700933","ACCENTUATED HOME CARE","ACCENTUATED HOME CARE","HEATHERPANTOS@YAHOO.COM","PANTOS, HEATHER","(818) 968-0326","22435 BURTON ST","WEST HILLS","CA","91304","LOS ANGELES","47","","CLOSED","","2/28/2023","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700183","ACCESS CARE","DELA ROSA, MARILOU","ACCESSCARE08@YAHOO.COM","MARILOU DELA ROSA","(760) 402-4674","2537 WOODLANDS WAY","OCEANSIDE","CA","92054","SAN DIEGO","47","","CLOSED","11/30/2016","11/30/2022","5/20/2022","1","0","0","1","","","05/20/2022","05/20/2022","0","0","","0","0","No Complaints"
"HOME CARE","194700289","ACCESS CARE SOLUTIONS AND RESOURCE GROUP, LLC","ACCESS CARE SOLUTIONS AND RESOURCE GROUP, LLC","ACCESSCARERESOURCE@GMAIL.COM","JORDAN VICTORIO","(626) 831-1862","19462 EMPTY SADDLE RD","WALNUT","CA","91789","LOS ANGELES","47","","LICENSED","6/17/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700527","ACCESS ONE HOME CARE SERVICES INC.","ACCESS ONE HOME CARE SERVICES INC.","ACCESSONECARE@YAHOO.COM","OGUNTOLU, YEMI","(818) 881-1136","23550 LYONS AVENUE STE 212","SANTA CLARITA","CA","91321","LOS ANGELES","47","","LICENSED","9/14/2018","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","394700010","ACCESS SENIOR HOMECARE, INC.","ACCESS SENIOR HOMECARE, INC.","PAIGEM@MYACCESSHOMECARE.COM","PAIGE MILLER","(209) 918-9035","777 S HAM LANE STE C-2","LODI","CA","95242","SAN JOAQUIN","47","","LICENSED","6/28/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","564700038","ACCESS TLC CAREGIVERS","CHILTON AND LESTE MANAGEMENT, INC.","INFO@ACCESSTLC.COM","SHELLEY CHILTON","(805) 517-1620","5401 TECH CIRCLE","MOORPARK","CA","93021","VENTURA","47","","LICENSED","6/23/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","214700001","ACCLAIM HOME CARE INC.","ACCLAIM HOME CARE INC.","RANDYDELEON@ACCLAIMHOMECARE.COM","RANDOLPH DE LEON","(415) 479-5184","4340 REDWOOD HIGHWAY A14","SAN RAFAEL","CA","94903","MARIN","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","414700007","ACCLAIM PROFESSIONAL HEALTHCARE LLC","ACCLAIM PROFESSIONAL HEALTHCARE LLC","RANDYDELEON@ACCLAIMHOMECARE.COM","RANDOLPH DE LEON","(415) 479-5125","318 WESTLAKE CENTER #227","DALY CITY","CA","94015","SAN MATEO","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700391","ACE HOME CARE PARTNERS LLC","ACE HOME CARE PARTNERS LLC","ACEHEALTHCAREPARTNERLLC@GMAIL.COM","NIKKI VANESSA REYES","(562) 200-4048","33 CITY BLVD. #1775A","ORANGE","CA","92868","ORANGE","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700315","ACE HOME HEALTH CARE LLC","ACE HOME HEALTH CARE LLC","OLIVIAJ@ACE-HC.COM","JUSKIEWICZ, OLIVIA","(833) 223-4063","4695 MACARTHUR CT STE 1100","NEWPORT BEACH","CA","92660","ORANGE","47","","LICENSED","12/10/2020","","6/1/2023","1","0","0","1","1796.42 (e), 1796.23 (a), 1796.44, 1796.45","07/05/2023, 07/05/2023, 07/05/2023, 07/05/2023","06/01/2023","06/01/2023","0","0","","4","0","No Complaints"
"HOME CARE","304700314","ACE HOME HEALTHCARE AGENCY LLC","ACE HOME HEALTHCARE AGENCY LLC","ACEHOMEHEALTHCARECA@GMAIL.COM","SORIANO, RYSSA RAMISCAL","(657) 221-8594","9731 ACACIA AVE APT 2B","GARDEN GROVE","CA","92841","ORANGE","47","","CLOSED","","5/29/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700301","ACG SENIOR CARE SERVICES","ACG SENIOR CARE SERVICES L.L.C.","ACGSENIORCARE@YAHOO.COM","GARY PARKS","(310) 208-8005","3632 SANTA CARLOTTA ST","LA CRESCENTA","CA","91214","LOS ANGELES","47","","CLOSED","6/28/2016","4/6/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","544700017","ACOSTA CARE HOMES","MRA ENTERPRISES, LLC","ACOSTACAREHOMES@GMAIL.COM","CASSANDRA ALMARAZ","(559) 300-4564","503 N JOHNSON ST.","VISALIA","CA","93291","TULARE","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","504700021","ACTI-KARE RESPONSIVE IN-HOME CARE","CLARO JUECO HOME HEALTH CARE LLC","DAGULDUL06@YAHOO.COM","CLARO JUECO","(209) 872-1157","1420 THORSEN AVE.","MODESTO","CA","95355","STANISLAUS","47","","CLOSED","9/23/2020","11/10/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","364700094","ACTI-KARE RESPONSIVE IN-HOME CARE","DINI ENTERPRISES LLC","RDINI@ACTIKARE.COM","DINI, ANGELINA","(442) 214-7686","26 COPPER DRIVE","TWENTYNINE PALMS","CA","92277","SAN BERNARDINO","47","","CLOSED","","11/25/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700055","ACTI-KARE RESPONSIVE IN-HOME CARE","LMR CARE INC.","LRENAUD@ACTIKARE.COM","RENAUD, LORI","(949) 636-2535","25283 CABOT RD SUITE 212","LAGUNA HILLS","CA","92653","ORANGE","47","","CLOSED","6/13/2016","6/13/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","364700058","ACTI-KARE RESPONSIVE IN-HOME CARE","ALWAYS ON TOP CAPITAL, LLC.","RCOLE@ACTIKARE.COM","COLE, RONALD","(909) 829-5950","275 W HOSPITALITY LN. STE 310","SAN BERNARDINO","CA","92408","SAN BERNARDINO","47","","CLOSED","2/14/2017","2/14/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","514700003","ACTI-KARE RESPONSIVE IN-HOME CARE","TCARES LLC","MTAGIMACRUZ@ACTIKARE.COM","TAGIMACRUZ, MARIA","(530) 933-3601","820 BOWEN CT","YUBA CITY","CA","95993","SUTTER","47","","LICENSED","2/1/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700324","ACTI-KARE RESPONSIVE IN-HOME CARE","STARCREST INC.","STARCRESTCORP@GMAIL.COM","ANYANWU, CHIDINMA","(586) 344-1300","13099 OLYMPUS CIRCLE UNIT 2","POWAY","CA","92064","SAN DIEGO","47","","LICENSED","2/9/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","344700130","ACTI-KARE RESPONSIVE IN-HOME CARE","J&T CARING HEARTS, LLC","JTCARINGHEARTS@GMAIL.COM","EDUARDO CABALLERO","(916) 420-0774","9057 COBBLE BAY CT.","SACRAMENTO","CA","95829","SACRAMENTO","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700356","ACTI-KARE RESPONSIVE IN-HOME CARE OF IRVINE","HOLIATRY HEALTH CORP.","KVIAU@ACTIKARE.COM","VIAU, KAMARA","(562) 355-7314","115 W YALE LOOP","IRVINE","CA","92604","ORANGE","47","","LICENSED","5/24/2022","","10/3/2022","1","0","0","1","1796.36 (a)(2)","11/02/2022","10/03/2022","10/03/2022","0","1","","0","0","No Complaints"
"HOME CARE","394700035","ACTI-KARE RESPONSIVE IN-HOME CARE OF TRACY","KAMARAKAY SERVICES LIMITED LIABILITY COMPANY","MARIA@KAMARAKAYSERVICES.COM","KAMARA, ABIBATU","(209) 627-0196","17094 RAIL WAY","LATHROP","CA","95330","SAN JOAQUIN","47","","CLOSED","6/17/2021","7/27/2023","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","394700050","ACTI-KARE RESPONSIVE IN-HOME CARE OF TRACY","KAMARAKAY SERVICES","MARIA@KAMARAKAYSERVICES.COM","ABIBATU KAMARA","(209) 990-7100","17094 RAIL WAY","LATHROP","CA","95330","SAN JOAQUIN","47","","LICENSED","7/27/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","364700104","ACTI-KARE RESPONSIVE IN-HOME CARE OF YORBA LINDA","SYNERGY SCIENCE LLC","ADVAITBHATT11@GMAIL.COM","ADVAIT BHATT","(818) 836-0173","8236 GARDEN GATE ST","CHINO","CA","91708","SAN BERNARDINO","47","","CLOSED","1/12/2021","1/12/2023","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700205","ACTI-KARE RESPONSIVE IN HOME CARE","BLUE SKY CARE LLC","ATAYMAZYAN@ACTIKARE.COM","ARMEN TAYMAZYAN","(619) 806-2267","28622 BRIDGEWATER LN.","MENIEFEE","CA","92584","RIVERSIDE","47","","LICENSED","10/24/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","074700033","ACTI KARE","AK-LMS, INC.","ZWILLCOM@ACTIKARE.COM","ZEN WILLCOM","(209) 610-8145","2 CROW CANYON COURT SUITE 210","SAM RAMON","CA","94583","CONTRA COSTA","47","","CLOSED","6/22/2016","2/15/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","014700145","ACTIKARE OF WALNUT CREEK","NOVUS POWER INC.","JAYJIYUAN@GMAIL.COM","WU, JAY","(925) 318-0672","2455 PROSPECT ST #123","BERKELEY","CA","94704","ALAMEDA","47","","CLOSED","8/12/2021","1/28/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700163","ACTION HEALTH CARE PERSONNEL SERV OF ORANGE CO INC","ACTION HEALTH CARE PERSONNEL SERV OF ORANGE CO INC","RSTEELE@ACTION-HEALTH.COM","TAMMY AJAKEWE","(562) 799-5523","3020 OLD RANCH PKWY STE 301","SEAL BEACH","CA","90740","ORANGE","47","","LICENSED","7/18/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","414700124","ACTIVE HANDS HOME CARE, LLC","ACTIVE HANDS HOME CARE, LLC","ACTIVEHANDSHC@GMAIL.COM","VILMA MOYA","(650) 779-7793","6678 MISSION ST.","DALY CITY","CA","94014","SAN MATEO","47","","LICENSED","6/21/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700319","ACTIVE LIFE HOME CARE, INC.","ACTIVE LIFE HOME CARE, INC.","SCORPIOJUJAY@YAHOO.COM","CABRAL, ARIEL","(310) 748-9390","760 W LOMITA BLVD SPC 79","HARBOR CITY","CA","90710","LOS ANGELES","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","344700043","ACTIVECARE SERVICES INC","ACTIVECARE SERVICES INC","ACTIVECARE101@YAHOO.COM","DIANE SIMON","(916) 993-6298","5709 MARCONI AVE STE A","CARMICHAEL","CA","95608","SACRAMENTO","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700204","ACTIVPLUS ELDERLY CARE","ACTIVPLUS ELDERLY CARE","ACTIVPLUSELDERLYCARE@GMAIL.COM","FERDINAND DIAZ","(800) 414-0472","2140 W CHAPMAN AVE STE 265","ORANGE","CA","92868","ORANGE","47","","CLOSED","6/2/2017","6/2/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","394700024","ACTS OF KINDNESS CAREGIVERS, LLC","ACTS OF KINDNESS CAREGIVERS, LLC","ASAUNDERSLAW@YAHOO.COM","BUTLER, AMBER","(209) 373-6821","24851 N. JACK TONE ROAD","ACAMPO","CA","95220","SAN JOAQUIN","47","","LICENSED","6/12/2019","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","564700075","AD-CARE RESOURCES","AD-CARE RESOURCES","ADCARE.VICKY@GMAIL.COM","SANCHEZ YULO, VICKY","(818) 749-3947","10650 ALYSSUM LANE #205","VENTURA","CA","93004","VENTURA","47","","LICENSED","4/7/2020","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","564700078","AD CAREGIVING SERVICES LLC","AD CAREGIVING SERVICES LLC","DOBLEDARLENE46@GMAIL.COM","LOPEZ, FRANZ","(805) 330-7087","1000 TOWN CENTER DR STE 300","OXNARD","CA","93036","VENTURA","47","","LICENSED","3/16/2021","","8/9/2023","1","0","0","1","1796.45, 1796.23, 1796.44","08/31/2023, 08/31/2023, 08/31/2023","08/09/2023","08/09/2023","0","0","","2","1","No Complaints"
"HOME CARE","344700081","ADDUS HOMECARE","ADDUS HEALTHCARE, INC.","NATLCONTRACTS@ADDUS.COM","ALLISON, RODNEY","(630) 296-3591","1325 HOWE AVENUE, STE 201","SACRAMENTO","CA","95825","SACRAMENTO","47","0","CLOSED","5/13/2020","5/29/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","044700002","ADDUS HOMECARE","ADDUS HEALTHCARE, INC.","NATLCONTRACTS@ADDUS.COM","KELLY RESSLER","(630) 296-3400","196 COHASSET ROAD, STE. 270","CHICO","CA","95926","BUTTE","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","074700017","ADDUS HOMECARE","ADDUS HEALTHCARE, INC.","NATLCONTRACTS@ADDUS.COM","JESSICA CAMBERO","(630) 296-3400","1255 TREAT BLVD., #362","WALNUT CREEK","CA","94597","CONTRA COSTA","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","504700003","ADDUS HOMECARE","ADDUS HEALTHCARE, INC.","NATLCONTRACTS@ADDUS.COM","DENISE ORDONIEZ","(630) 296-3400","3501 COFFEE ROAD, SUITE 3","MODESTO","CA","95355","STANISLAUS","47","","LICENSED","6/30/2016","","6/15/2023","1","0","0","1","","","06/15/2023","06/15/2023","0","0","","0","0","No Complaints"
"HOME CARE","194700846","ADEPT TOUCH IN-HOME CARE SERVICES LLC","ADEPT TOUCH IN-HOME CARE SERVICES LLC","ADEPTTOUCHINHOMECARESERVICES@GMAIL.COM","MAMONONG, MONINA","(310) 483-9739","1945 254TH ST","LOMITA","CA","90717","LOS ANGELES","47","","LICENSED","6/28/2022","","9/7/2023","0","0","1","1","","","09/07/2023","","0","0","09/07/2023","0","0","No Complaints"
"HOME CARE","304700225","ADLC HOMECARE SERVICES, INC.","ADLC HOMECARE SERVICES, INC.","ADLCHOMECARE@GMAIL.COM","DELA CRUZ, MYRNA M.","(949) 230-5968","24562 OVERLAKE DR","LAKE FOREST","CA","92630","ORANGE","47","","CLOSED","9/25/2018","11/30/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","564700097","ADMORE CARE SERVICES, LLC","ADMORE CARE SERVICES, LLC","ADMORECARESERVICES23@GMAIL.COM","ANNE MARCELINO","(805) 612-4198","1209 BRIANA CIR.","OXNARD","CA","93030","VENTURA","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","564700095","ADORE YOU SC","ADORE YOU SENIOR CARE LLC","ADOREYOUSC@GMAIL.COM","FORTU, JOSEFINA","(805) 385-0051","3645 SAVIERS RD STE 7","OXNARD","CA","93033","VENTURA","47","","LICENSED","2/8/2023","","8/7/2023","1","0","0","1","","","08/07/2023","08/07/2023","0","0","","0","0","No Complaints"
"HOME CARE","374700351","ADULT PERSONAL HOME CARE SERVICES","ADULT PERSONAL HOME CARE SERVICES","GAGEE10@YAHOO.COM","CINDY J. ALIDO","(858) 603-2554","4327 CASSANNA WAY #710","OCEANSIDE","CA","92057","SAN DIEGO","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700362","ADVA SUN HOME CARE","ADVA SUN, INC","INFO@ADVASUNHOMECARE.COM","MADONNA ANDRES","(562) 404-1688","13405 ARTESIA BLVD. # 201-E","CERRITOS","CA","90703","LOS ANGELES","47","","CLOSED","8/1/2016","8/1/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700044","ADVANCARE","CF SENIOR SERVICES LLC","AMY@ADVANSENIORCARE.COM","AMY FREITAS","(951) 445-8582","27715 JEFFERSON AVE STE 113A","TEMECULA","CA","92590","RIVERSIDE","47","","LICENSED","6/23/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","344700047","ADVANCE CARE FOR SENIORS","ADVANCE CARE FOR SENIORS LLC","ADVANCECAREFORSENIORS@GMAIL.COM","MARIA GLORIA DULAY","(916) 550-1540","2775 COTTAGE WAY, SUITE 25","SACRAMENTO","CA","95825","SACRAMENTO","47","","LICENSED","8/10/2016","","12/7/2022","1","0","0","1","1796.45","01/06/2023","12/07/2022","12/07/2022","0","0","","0","1","No Complaints"
"HOME CARE","194700863","ADVANCE CARE LOS ANGELES","ADVANCE CARE LOS ANGELES","SADVANCELA@GMAIL.COM","SHAGINIAN, SOUREN","(323) 770-7273","511 E HARVARD ST STE 3","GLENDALE","CA","91205","LOS ANGELES","47","","LICENSED","1/24/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","574700010","ADVANCE HOME CARE SOLUTIONS INC.","ADVANCE HOME CARE SOLUTIONS INC.","JIMMY@ADVANCEHOMECARESOLUTIONS.COM","JIMMY ODUSOLA","(916) 436-6953","327 COLLEGE ST STE 107","WOODLAND","CA","95695","YOLO","47","","LICENSED","3/28/2018","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","344700066","ADVANCED ASSISTANCE AT HOME","INTEGRA HEALTH MANAGEMENT, LLC","OMALDONADO@INTEGRAHOMECARE.COM","OLIVIA MALDONADO","(916) 678-5800","4362 AUBURN BLVD","SACRAMENTO","CA","95841","SACRAMENTO","47","","LICENSED","10/23/2018","","1/26/2022","1","0","0","1","","","01/26/2022","01/26/2022","0","0","","0","0","No Complaints"
"HOME CARE","194700213","ADVANCED HOME CARE","ADVANCED CAREGIVERS, INC.","ADVANCEDHOMECARESERVICES@YAHOO.COM","JESUSA MARIE DELEON","(818) 701-1998","8949 RESEDA BLVD, STE 101-A","NORTHRIDGE","CA","91342","LOS ANGELES","47","","LICENSED","6/20/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","414700060","ADVANCED IN-HOME CARE","CALIFORNIA INVESTMENT FOR SENIOR CARE LLC","GRAMOSADVANCEDINHOMECARE@GMAIL.COM","RAMOS, GRACE","(650) 796-9088","3 W 37TH AVE SUITE 24","SAN MATEO","CA","94403","SAN MATEO","47","","LICENSED","11/3/2017","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700040","ADVANTA SENIOR CARE, INC.","ADVANTA SENIOR CARE, INC.","MONTE@ADVANTASENIORCARE.COM","MONTE MCKEON","(951) 252-6111","41593 WINCHESTER RD STE 200","TEMECULA","CA","92590","RIVERSIDE","47","","LICENSED","6/13/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700419","ADVANTAGE HOMECARE INC","ADVANTAGE HOMECARE INC.","ADVANTAGEHOMEINC@YAHOO.COM","DOLLY IGUH","(323) 731-7069","2416 W JEFFERSON BLVD","LOS ANGELES","CA","90018","LOS ANGELES","47","","LICENSED","11/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","344700065","ADVANTAGEMEDCARE SOLUTIONS LLC","ADVANTAGEMEDCARE SOLUTIONS LLC","LORIE@ADVANTAGEMEDCARE.COM","LORNELLE QUIROZ","(916) 226-3023","9245 LAGUNA SPRINGS DR STE 200","ELK GROVE","CA","95758","SACRAMENTO","47","","CLOSED","12/6/2018","12/6/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700149","ADVANTAGEPLUSCAREGIVERS.COM","24-7 CAREGIVERS REGISTRY, INC.","PIROSKA@ADVANTAGEPLUSCAREGIVERS.COM","SCHETRITT, VICKI","(818) 884-7300","6800 OWENSMOUTH AVE STE 420","CANOGA PARK","CA","91303","LOS ANGELES","47","","CLOSED","6/30/2016","11/17/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","014700066","AEC HOME CARE","AEC HOME CARE, LLC","INFO@AECHOMECARE.COM","DENISE MARSHALL","(510) 629-4959","2425 WEBB AVE","ALAMEDA","CA","94501","ALAMEDA","47","","LICENSED","9/15/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700738","AEGIS CARE ESSENTIAL SERVICES, LLC","AEGIS CARE ESSENTIAL SERVICES LLC","AEGISCAREESSENTIALSERVICES@GMAIL.COM","ALCANTARA, MARISSA R.","(818) 804-5246","8601 NOBLE AVE UNIT 3","NORTH HILLS","CA","91343","LOS ANGELES","47","","CLOSED","3/10/2021","3/10/2023","10/11/2021","1","0","0","1","","","10/11/2021","10/11/2021","0","0","","0","0","No Complaints"
"HOME CARE","194700963","AEGIS CARE ESSENTIAL SERVICES, LLC","AEGIS CARE ESSENTIAL SERVICES LLC","AEGISCAREESSENTIALSERVICES@GMAIL.COM","ALCANTARA, MARISSA R.","(818) 804-5246","8601 NOBLE AVE UNIT 3","NORTH HILLS","CA","91343","LOS ANGELES","47","","LICENSED","4/11/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","014700163","AEGIS CARING ANGEL HOME CARE CORP","AEGIS CARING ANGEL HOME CARE CORP.","AEGISCARINGANGELS@GMAIL.COM","PARDO, GEMMA","(888) 871-6511","15799 VIA RIVERA","SAN LORENZO","CA","94580","ALAMEDA","47","","LICENSED","7/6/2022","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700196","AEGIS FRIENDLY HOME CAREGIVERS, LLC","AEGIS FRIENDLY HOME CAREGIVERS, INC","PAUL@AEGISFRIENDLY.COM","CATHI JOHNSON","(844) 893-2273","449 W ALLEN AVE STE 101","SAN DIMAS","CA","91773","LOS ANGELES","47","","CLOSED","6/29/2016","12/26/2018","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700258","AEGIS FRIENDLY HOME CAREGIVERS,LLC","AEGIS FRIENDLY HOME CAREGIVERS, LLC","PAUL@AEGISFRIENDLY.COM","CATHERINE JOHNSON","(844) 893-2273","940 E ORANGETHORPE AVE, STE G","ANAHEIM","CA","92801","ORANGE","47","","CLOSED","6/30/2016","6/30/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","014700152","AEGLE CARE SERVICES LLC","AEGLE CARE SERVICES LLC","ANAIR@HOMEHELPERSHOMECARE.COM","VISHAKHA SALUNKHE","(510) 999-7820","49019 FEATHER GRASS TER","FREMONT","CA","94539","ALAMEDA","47","","LICENSED","8/5/2021","","9/19/2023","0","0","1","1","","","09/19/2023","","0","0","09/19/2023","0","0","No Complaints"
