id,series,series_label,episode,episode_label,task,task_label,speaker,speaker_label,roots,quote,studio
196,2,Series 2,11,There's strength in arches.,64,Build a bridge for the potato,10,Jon Richardson,"[""shit""]",Such a shit idea.,0
197,2,Series 2,11,There's strength in arches.,64,Build a bridge for the potato,8,Doc Brown,"[""fuck""]","What the fuck, man?",1
198,2,Series 2,11,There's strength in arches.,64,Build a bridge for the potato,9,Joe Wilkinson,"[""shit""]",Ah! Ah! Holy shit.,0
199,2,Series 2,11,There's strength in arches.,64,Build a bridge for the potato,9,Joe Wilkinson,"[""shit""]","Oh, don't let mine be shit.",1
200,2,Series 2,11,There's strength in arches.,65,"Put on gloves, eat a banana, put on a tie, and clap",11,Katherine Ryan,"[""fuck""]",What the fuck?!,1
201,2,Series 2,11,There's strength in arches.,65,"Put on gloves, eat a banana, put on a tie, and clap",2,Greg Davies,"[""fuck""]","Alright, well, fuck it then.",1
202,3,Series 3,12,A pea in a haystack.,67,Reach the microwave in the fewest steps,2,Greg Davies,"[""shit""]",I did ask Alex if he could make sure there was a lot of goose shit on the track.,1
203,3,Series 3,12,A pea in a haystack.,67,Reach the microwave in the fewest steps,16,Rob Beckett,"[""shit""]","I'm gonna be covered in goose shit, ain't I?",0
204,3,Series 3,12,A pea in a haystack.,67,Reach the microwave in the fewest steps,2,Greg Davies,"[""shit""]",I don't know why drinking a massive coffee and then rolling around in goose shit would make you feel sick.,1
205,3,Series 3,12,A pea in a haystack.,67,Reach the microwave in the fewest steps,2,Greg Davies,"[""fuck""]",When is a step not a step? When it's on a fucking hurdle.,1
206,3,Series 3,12,A pea in a haystack.,67,Reach the microwave in the fewest steps,17,Sara Pascoe,"[""shit""]","Ooh, so much shit!",0
207,3,Series 3,12,A pea in a haystack.,68,Propel a pea along a red carpet,2,Greg Davies,"[""shit""]","In first place, with an incredible shitty, sicky performance, it's Rob the Roller.",1
208,3,Series 3,12,A pea in a haystack.,68,Propel a pea along a red carpet,15,Paul Chowdhry,"[""shit""]",It's like finding a pea in a... haystack. Shit!,0
209,3,Series 3,12,A pea in a haystack.,68,Propel a pea along a red carpet,16,Rob Beckett,"[""fuck""]","And then when I finish, fucking bang it on there.",0
210,3,Series 3,12,A pea in a haystack.,69,Make the best snowman,15,Paul Chowdhry,"[""bastard""]","Bastard's crying, innit?",0
211,3,Series 3,12,A pea in a haystack.,69,Make the best snowman,2,Greg Davies,"[""bastard""]","Right at the end, just as the final image of a snowman was in place, he said, ""The bastard's crying, innit?""",1
212,3,Series 3,12,A pea in a haystack.,69,Make the best snowman,2,Greg Davies,"[""bastard""]",Let's have a look at the bastard.,1
213,3,Series 3,13,The dong and the gong.,71,The heaviest shoebox-sized item,2,Greg Davies,"[""shit""]",It would have been nice if you could have taken some time to scrub that bird shit off it.,1
214,3,Series 3,13,The dong and the gong.,71,The heaviest shoebox-sized item,2,Greg Davies,"[""fuck""]",I'm putting Paul Chowdhry for putting some fucking melon in a box.,1
215,3,Series 3,13,The dong and the gong.,73,Release Alex,16,Rob Beckett,"[""bastard""]","Why's there spunk on your phone, Alex? No wonder you've been locked up, you dirty bastard.",0
216,3,Series 3,13,The dong and the gong.,73,Release Alex,16,Rob Beckett,"[""bastard""]",911 to get in this little bastard.,0
217,3,Series 3,13,The dong and the gong.,73,Release Alex,16,Rob Beckett,"[""pussy""]","Not a pussy, mate.",0
218,3,Series 3,13,The dong and the gong.,73,Release Alex,16,Rob Beckett,"[""fuck"",""ass/arse""]","Oh, you fucking arsehole.",0
219,3,Series 3,13,The dong and the gong.,73,Release Alex,13,Al Murray,"[""dick""]",We are a trio of dickheads.,0
220,3,Series 3,13,The dong and the gong.,73,Release Alex,2,Greg Davies,"[""dick""]",Three great minds... or a trio of dickheads.,1
221,3,Series 3,13,The dong and the gong.,74,An upside-down condiment self-portrait,16,Rob Beckett,"[""shit""]","Ugh. Cheap, vinegary shit, that.",0
222,3,Series 3,13,The dong and the gong.,75,Burst all of the balloons,15,Paul Chowdhry,"[""piss""]","Taking the piss, mate.",0
223,3,Series 3,13,The dong and the gong.,75,Burst all of the balloons,15,Paul Chowdhry,"[""bastard"",""bastard""]","These balloons are bastards, mate. They're bastards, innit?",0
224,3,Series 3,13,The dong and the gong.,75,Burst all of the balloons,15,Paul Chowdhry,"[""bastard""]",Bastard!,0
225,3,Series 3,13,The dong and the gong.,75,Burst all of the balloons,2,Greg Davies,"[""bastard""]","And nice to see you're consistent with your use of the word ""bastard"" as well.",1
226,3,Series 3,13,The dong and the gong.,75,Burst all of the balloons,2,Greg Davies,"[""bastard""]","Last episode, you called a rabbit covered in a Slush Puppie a bastard.",1
227,3,Series 3,13,The dong and the gong.,75,Burst all of the balloons,13,Al Murray,"[""damn"",""hell""]",Damn you to hell!,0
228,3,Series 3,13,The dong and the gong.,75,Burst all of the balloons,13,Al Murray,"[""bollock""]",Bollocks!,0
229,3,Series 3,13,The dong and the gong.,76,Unravel the tape,16,Rob Beckett,"[""fuck""]","Oh, fuck off!",1
230,3,Series 3,14,Little polythene grief cave.,77,The best battery-operated item,2,Greg Davies,"[""shit""]","I mean, that would scare the shit out of me.",1
231,3,Series 3,14,Little polythene grief cave.,77,The best battery-operated item,2,Greg Davies,"[""piss""]","He's not gonna help me do an accurate piss in the middle of the night, though, is he?",1
232,3,Series 3,14,Little polythene grief cave.,78,Fill an eggcup with sweat,2,Greg Davies,"[""ass/arse""]",From his arse?,1
233,3,Series 3,14,Little polythene grief cave.,78,Fill an eggcup with sweat,15,Paul Chowdhry,"[""bastard""]","Al Murray's gonna win this, that fat bastard.",0
234,3,Series 3,14,Little polythene grief cave.,78,Fill an eggcup with sweat,13,Al Murray,"[""damn""]","Oh, damn it!",1
235,3,Series 3,14,Little polythene grief cave.,79,Make the best domino rally,16,Rob Beckett,"[""hell""]",Bloody hell.,1
236,3,Series 3,14,Little polythene grief cave.,79,Make the best domino rally,14,Dave Gorman,"[""piss""]","I read ""domino rally"" as a rally of dominoes in the same way that I saw ""sweat"" as sweat rather than piss.",1
237,3,Series 3,14,Little polythene grief cave.,79,Make the best domino rally,13,Al Murray,"[""damn""]","Oh, you absolute bell-end! Damn it!",0
238,3,Series 3,14,Little polythene grief cave.,80,Buy a gift for the Taskmaster,2,Greg Davies,"[""Christ""]","Oh, Christ. I've no idea.",1
239,3,Series 3,14,Little polythene grief cave.,81,Create the best flag meal,17,Sara Pascoe,"[""shit""]",Are you... shitting me?,0
240,3,Series 3,14,Little polythene grief cave.,81,Create the best flag meal,16,Rob Beckett,"[""piss""]","Oh, you didn't piss in the tray, did you?",1
241,3,Series 3,14,Little polythene grief cave.,82,Anchor balloons using bread,13,Al Murray,"[""fuck"",""hell""]","Oh, fucking hell.",1
242,3,Series 3,15,A very nuanced character.,84,Spread your clothes far and wide,2,Greg Davies,"[""fuck""]",What did you think were the chances of that plane flying with your fucking sock wrapped round it?,1
243,3,Series 3,15,A very nuanced character.,88,Have fun on a bouncy castle,2,Greg Davies,"[""fuck""]",Are you joking? I fucking love him.,1
244,3,Series 3,15,A very nuanced character.,88,Have fun on a bouncy castle,15,Paul Chowdhry,"[""fuck"",""fuck"",""bastard""]","Oh, for fuck's sake, you fucking bastard!",0
245,3,Series 3,16,The F.I.P.,,,2,Greg Davies,"[""shit""]","I mean, that is the shittest prize yet.",1
246,3,Series 3,16,The F.I.P.,89,The most handsome relative,2,Greg Davies,"[""prick""]",Pebbles looks like a bit of a prick to me.,1
247,3,Series 3,16,The F.I.P.,90,Move water from one bucket to another,16,Rob Beckett,"[""fuck""]",Why the fuck peas?,0
248,3,Series 3,16,The F.I.P.,90,Move water from one bucket to another,16,Rob Beckett,"[""fuck""]","Yeah, I just lost all control. Oh, fuck me!",0
249,3,Series 3,16,The F.I.P.,90,Move water from one bucket to another,16,Rob Beckett,"[""fuck""]","Oh, for fuck's sake.",0
250,3,Series 3,16,The F.I.P.,90,Move water from one bucket to another,16,Rob Beckett,"[""shit""]","And it was so cold. I was shitting meself, I was dropping water.",1
251,3,Series 3,16,The F.I.P.,90,Move water from one bucket to another,2,Greg Davies,"[""fuck""]","""Yo yo, the motherfuckin' FIP.""",1
252,3,Series 3,16,The F.I.P.,90,Move water from one bucket to another,14,Dave Gorman,"[""hell""]","Right, what the hell have we got here?",0
253,3,Series 3,16,The F.I.P.,91,Play charades across a river,16,Rob Beckett,"[""fuck"",""fuck""]","Fucking fuck off, plane!",0
254,3,Series 3,16,The F.I.P.,91,Play charades across a river,16,Rob Beckett,"[""fuck""]",How am I supposed to do this with a fucking plane?,0
255,3,Series 3,16,The F.I.P.,91,Play charades across a river,16,Rob Beckett,"[""fuck""]","Oh, thank fuck for that.",0
256,3,Series 3,16,The F.I.P.,91,Play charades across a river,16,Rob Beckett,"[""fuck""]","I was like, ""Fuck's sake!"" Dah-dah-dah!",1
257,3,Series 3,16,The F.I.P.,92,Create an impressive time-lapse or slow motion film,2,Greg Davies,"[""shit""]","The point is, you did a genuinely good film and I honestly thought it was gonna be horse shit, so well done.",1
258,3,Series 3,16,The F.I.P.,92,Create an impressive time-lapse or slow motion film,16,Rob Beckett,"[""shit""]","Yeah, the story of that was belt some shit out of some fruit and veg.",1
259,3,Series 3,16,The F.I.P.,93,The lowest unique number of doughnuts,13,Al Murray,"[""damn""]",Damn it!,1
260,4,Series 4,17,A fat bald white man.,94,The most interesting vegetable autograph,19,Joe Lycett,"[""fuck""]","I'm not gonna bother, then. Fuck charity!",1
261,4,Series 4,17,A fat bald white man.,95,Beautifully destroy a cake,2,Greg Davies,"[""shit""]",It was like someone choreographing a ballet and then coming out onto the stage afterwards and having a shit.,1
262,4,Series 4,17,A fat bald white man.,95,Beautifully destroy a cake,2,Greg Davies,"[""fuck""]","That is drawing a line under your Bake Off career. ""You want me to destroy a cake? Fuck you, cake. I'm off.""",1
263,4,Series 4,17,A fat bald white man.,95,Beautifully destroy a cake,2,Greg Davies,"[""shit""]",Hashtag tough shit!,1
264,4,Series 4,17,A fat bald white man.,96,Draw a blind portrait,2,Greg Davies,"[""fuck""]",I don't need to judge who's fucking last!,1
265,4,Series 4,17,A fat bald white man.,97,Fell all the ducks,19,Joe Lycett,"[""fuck""]",Ah! Fuck.,0
266,4,Series 4,17,A fat bald white man.,97,Fell all the ducks,22,Noel Fielding,"[""bugger""]",How am I gonna make these buggers fell?,0
267,4,Series 4,17,A fat bald white man.,98,Make the most fruit juice,2,Greg Davies,"[""fuck""]",I did not in my wildest fantasies think antone else would choose fucking tweezers!,1
268,4,Series 4,18,Look at me.,99,The most boastful item,22,Noel Fielding,"[""shit""]",It's all gone to shit since then.,1
269,4,Series 4,18,Look at me.,99,The most boastful item,2,Greg Davies,"[""fuck""]",You shut your fucking mouths! I will put him last! I mean that.,1
270,4,Series 4,18,Look at me.,100,Keep the basketball on the treadmill,19,Joe Lycett,"[""fuck""]",Fuck off.,0
271,4,Series 4,18,Look at me.,101,Paint a portrait of the Taskmaster without touching the red mat,2,Greg Davies,"[""fuck""]","Lolly, your system was absolute fucking madness.",1
272,4,Series 4,18,Look at me.,102,Get the flour onto the target,20,Lolly Adefope,"[""hell""]",What the hell is going on?,0
273,4,Series 4,18,Look at me.,102,Get the flour onto the target,21,Mel Giedroyc,"[""hell""]","Bloody hell, this is tricky, isn't it?",0
274,4,Series 4,18,Look at me.,102,Get the flour onto the target,18,Hugh Dennis,"[""fuck""]",What fucking nonsense.,0
275,4,Series 4,18,Look at me.,102,Get the flour onto the target,21,Mel Giedroyc,"[""bollock""]","Then it would've‒aw, bollocks!",0
276,4,Series 4,18,Look at me.,102,Get the flour onto the target,2,Greg Davies,"[""fuck""]","And then in the end, fuck it, fill a funnel full.",1
277,4,Series 4,18,Look at me.,104,Make the longest balloon chain,2,Greg Davies,"[""Christ""]",Jesus Christ!,1
278,4,Series 4,19,Hollowing out a baguette.,105,The best subscription,2,Greg Davies,"[""fuck""]",Get off the fucking bus!,1
279,4,Series 4,19,Hollowing out a baguette.,105,The best subscription,18,Hugh Dennis,"[""shit""]","I have [heard of the sky], but in Britain the sky is generally really shit.",1
280,4,Series 4,19,Hollowing out a baguette.,105,The best subscription,2,Greg Davies,"[""shit""]","Yeah, all shit.",1
281,4,Series 4,19,Hollowing out a baguette.,106,Camouflage yourself,18,Hugh Dennis,"[""fuck""]",There are no clouds and that is the whole fucking point!,1
282,4,Series 4,19,Hollowing out a baguette.,107,Make a Taskmaster movie trailer,22,Noel Fielding,"[""shit""]","One hour. Oh, shit.",0
283,4,Series 4,19,Hollowing out a baguette.,107,Make a Taskmaster movie trailer,19,Joe Lycett,"[""bitch""]","""And tiny bitch-puppet, Alex Horne.""",0
284,4,Series 4,19,Hollowing out a baguette.,108,Persuade three animals to stand on the mat,19,Joe Lycett,"[""prick""]",I was scared of the one that barked at me when I left. He was a prick.,1
285,4,Series 4,19,Hollowing out a baguette.,108,Persuade three animals to stand on the mat,2,Greg Davies,"[""prick""]",Some dogs are pricks.,1
286,4,Series 4,19,Hollowing out a baguette.,108,Persuade three animals to stand on the mat,19,Joe Lycett,"[""prick""]","Oh, we're friends now, aren't we, you prick?",0
287,4,Series 4,19,Hollowing out a baguette.,108,Persuade three animals to stand on the mat,2,Greg Davies,"[""Christ""]",Jesus Christ!,1
288,4,Series 4,19,Hollowing out a baguette.,108,Persuade three animals to stand on the mat,2,Greg Davies,"[""prick"",""prick""]","It's not fair. I mean, that dog was a prick, Joe was right. But chickens, across the board, are pricks.",1
289,4,Series 4,19,Hollowing out a baguette.,109,Transfer water from one fishbowl to another,22,Noel Fielding,"[""hell""]",What the hell's going on?,0
290,4,Series 4,19,Hollowing out a baguette.,109,Transfer water from one fishbowl to another,2,Greg Davies,"[""fuck""]","It's not point-worthy, so... fuckin' leave it.",1
291,4,Series 4,19,Hollowing out a baguette.,109,Transfer water from one fishbowl to another,2,Greg Davies,"[""shit""]","You wanna see how to move water from one fishbowl to another, you go to Joe Lycett, okay, and you don't listen to bullshit.",1
292,4,Series 4,19,Hollowing out a baguette.,109,Transfer water from one fishbowl to another,18,Hugh Dennis,"[""shit""]",Can I say that's a really shit idea?,1
293,4,Series 4,19,Hollowing out a baguette.,111,Decant wine from one bottle to another,19,Joe Lycett,"[""shit""]",Shit!,0
294,4,Series 4,19,Hollowing out a baguette.,111,Decant wine from one bottle to another,22,Noel Fielding,"[""piss""]",I could just drink this and then piss in there.,0
295,4,Series 4,20,Friendship is truth.,112,The most surprising picture of yourself,2,Greg Davies,"[""shit""]",Everything he's brought in has been universally judged to be shit.,1
296,4,Series 4,20,Friendship is truth.,112,The most surprising picture of yourself,18,Hugh Dennis,"[""fuck""]",Because why the fuck would Hugh Dennis be wearing...,1
297,4,Series 4,20,Friendship is truth.,113,Make the highest splash,22,Noel Fielding,"[""fuck""]",That sun's fucking bright!,0
298,4,Series 4,20,Friendship is truth.,113,Make the highest splash,22,Noel Fielding,"[""twat""]","I tell you who it won't be, that twat who dresses like a crow.",1
299,4,Series 4,20,Friendship is truth.,113,Make the highest splash,19,Joe Lycett,"[""shit""]",Shit.,0
300,4,Series 4,20,Friendship is truth.,113,Make the highest splash,2,Greg Davies,"[""fuck""]","He was dropping a plumb line for absolute accuracy, Which is what all dads do before they totally miss the fucking bucket.",1
301,4,Series 4,20,Friendship is truth.,114,Ringtone choreography,2,Greg Davies,"[""shit""]","However, on this occasion, horseshit.",1
302,4,Series 4,20,Friendship is truth.,116,Do something incredible with a pommel horse,2,Greg Davies,"[""dick""]",The sadness inherent within that story was slightly diluted by the weird... dick-cone horse.,1
303,4,Series 4,20,Friendship is truth.,116,Do something incredible with a pommel horse,2,Greg Davies,"[""shit""]",That is some pretty Las Vegas shit.,1
304,4,Series 4,20,Friendship is truth.,117,Make the tallest tube tower,19,Joe Lycett,"[""fuck"",""fuck""]",Fuck. Fuck.,1
305,4,Series 4,21,Meat.,118,The cutest thing,19,Joe Lycett,"[""shit""]",And he was taking a shit in the auditorium.,1
306,4,Series 4,21,Meat.,118,The cutest thing,2,Greg Davies,"[""shit""]","Sorry, don't give a shit about the peas in the pod.",1
307,4,Series 4,21,Meat.,118,The cutest thing,2,Greg Davies,"[""fuck""]",They can fucking deal with it.,1
308,4,Series 4,21,Meat.,119,Slide as far as possible,22,Noel Fielding,"[""dick""]","Why didn't you stop me, then, you dick?",1
309,4,Series 4,21,Meat.,121,Do incompatible things with the bathtub,19,Joe Lycett,"[""fuck""]",Fucking cling film!,0
310,4,Series 4,21,Meat.,121,Do incompatible things with the bathtub,2,Greg Davies,"[""piss""]","And then he just stood there, pissing water into a bath while Rome burned.",1
311,4,Series 4,21,Meat.,122,Throw something into something,2,Greg Davies,"[""fuck""]","Even though he got it into a small hole, it was fucking rubbish.",1
312,4,Series 4,21,Meat.,123,Make the longest continuous noise,2,Greg Davies,"[""fuck""]","Say what you want about Alex Horne, he's on pauses like a fucking puma.",1
313,4,Series 4,22,Spatchcock it.,125,The best sheep-related item,2,Greg Davies,"[""fuck""]","They're not an endangered species, they're fucking everywhere.",1
314,4,Series 4,22,Spatchcock it.,126,Pass a camel through a small gap,19,Joe Lycett,"[""fuck""]","Get fucking through it, Stuart!",0
315,4,Series 4,22,Spatchcock it.,126,Pass a camel through a small gap,19,Joe Lycett,"[""fuck""]",Fuck.,0
316,4,Series 4,22,Spatchcock it.,126,Pass a camel through a small gap,2,Greg Davies,"[""fuck""]","And then you started to get cross and you said, ""Get fucking through, Stu!""",1
317,4,Series 4,22,Spatchcock it.,126,Pass a camel through a small gap,19,Joe Lycett,"[""shit""]",I wasn't anticipating that the blender would be as shit as it was.,1
318,4,Series 4,22,Spatchcock it.,127,Score a goal with a shopping bag,22,Noel Fielding,"[""bastard""]",Bastard. This is the tricky bit.,0
319,4,Series 4,22,Spatchcock it.,127,Score a goal with a shopping bag,22,Noel Fielding,"[""fuck""]",This bag's fucking hopeless.,0
320,4,Series 4,22,Spatchcock it.,127,Score a goal with a shopping bag,2,Greg Davies,"[""cunt""]",And of course that's Mel's equivalent of... megacunt.,1
321,4,Series 4,22,Spatchcock it.,127,Score a goal with a shopping bag,1,Alex Horne,"[""cunt""]",Megacunt.,1
322,4,Series 4,22,Spatchcock it.,128,Hide the giant beach ball,21,Mel Giedroyc,"[""bollock""]","Oh, bollocks.",0
323,4,Series 4,22,Spatchcock it.,128,Hide the giant beach ball,21,Mel Giedroyc,"[""bollock""]","Oh, bollocks!",0
324,4,Series 4,22,Spatchcock it.,128,Hide the giant beach ball,21,Mel Giedroyc,"[""bollock""]","Oh, bollocks!",0
325,4,Series 4,22,Spatchcock it.,128,Hide the giant beach ball,21,Mel Giedroyc,"[""bollock""]",Bollocks. This is horrendous!,0
326,4,Series 4,22,Spatchcock it.,131,Identify the contents of the sleeping bag,22,Noel Fielding,"[""fuck""]",Mind your own fucking business.,1
327,4,Series 4,22,Spatchcock it.,131,Identify the contents of the sleeping bag,2,Greg Davies,"[""fuck""]","Listen, I'm telling you now: you fucked that.",1
328,4,Series 4,22,Spatchcock it.,132,Prepare the items / Lift all the items in one hand,19,Joe Lycett,"[""fuck""]","I think you're fucked, Noel.",1
329,4,Series 4,23,No stars for naughty boys.,133,The best chair,2,Greg Davies,"[""fuck""]","And I was gonna put you in second, but now you've got all fuckin' aggy, you can have third. That's how it works!",1
330,4,Series 4,23,No stars for naughty boys.,133,The best chair,19,Joe Lycett,"[""fuck""]","Oh, thank fuck for that.",1
331,4,Series 4,23,No stars for naughty boys.,134,Cross the bunting to give Alex his lunch,19,Joe Lycett,"[""shit""]",Shit.,0
332,4,Series 4,23,No stars for naughty boys.,135,Hide from Alex,22,Noel Fielding,"[""damn""]",Could you see me? Damn.,0
333,4,Series 4,23,No stars for naughty boys.,135,Hide from Alex,2,Greg Davies,"[""fuck""]","But tigers tend to blend in, they don't wear a fucking yellow boiler suit.",1
334,4,Series 4,23,No stars for naughty boys.,136,Wheelie bin obstacle course,2,Greg Davies,"[""piss""]","Incredible dialogue between you two, hampered as you were by a seemingly half-pissed skeleton.",1
335,4,Series 4,23,No stars for naughty boys.,137,Invent a new handshake,2,Greg Davies,"[""dick""]",The old classic dick-hand.,1
336,4,Series 4,23,No stars for naughty boys.,137,Invent a new handshake,2,Greg Davies,"[""fuck""]",Fuck me!,1
337,4,Series 4,23,No stars for naughty boys.,138,Make the biggest and best banana,21,Mel Giedroyc,"[""bollock""]",Bollocks.,1
338,4,Series 4,23,No stars for naughty boys.,138,Make the biggest and best banana,18,Hugh Dennis,"[""fuck""]",It's just a big fucking banana.,1
339,4,Series 4,24,Tony Three Pies.,142,Eat your exotic sandwich,19,Joe Lycett,"[""fuck"",""prick""]",You fucking prick.,0
340,4,Series 4,24,Tony Three Pies.,142,Eat your exotic sandwich,19,Joe Lycett,"[""fuck""]",Fucking horrible.,1
341,4,Series 4,24,Tony Three Pies.,142,Eat your exotic sandwich,18,Hugh Dennis,"[""fuck""]",What fucking Marks & Spencers do you go to?,1
342,4,Series 4,24,Tony Three Pies.,143,Strike an item the farthest,19,Joe Lycett,"[""shit""]","Piece of shit, innit?",0
343,4,Series 4,24,Tony Three Pies.,144,Do something surprising with a duck,2,Greg Davies,"[""fuck""]",Fuck yes.,1
344,4,Series 4,24,Tony Three Pies.,144,Do something surprising with a duck,2,Greg Davies,"[""fuck""]",I'm going to the fucking yurt.,1
345,4,Series 4,24,Tony Three Pies.,144,Do something surprising with a duck,2,Greg Davies,"[""fuck""]","It was certainly a surprise for the fucking duck, wasn't it?",1
346,4,Series 4,24,Tony Three Pies.,144,Do something surprising with a duck,2,Greg Davies,"[""fuck""]","I mean, this may be pertinent: who the fuck was Morello?",1
347,4,Series 4,24,Tony Three Pies.,144,Do something surprising with a duck,22,Noel Fielding,"[""fuck""]","We did get Tim Key a marriage licence, so I am... fucking married to a duck.",1
348,4,Series 4,24,Tony Three Pies.,144,Do something surprising with a duck,2,Greg Davies,"[""fuck""]",They're married as long he takes the duck to Hawaii and fucks it.,1
349,4,Series 4,24,Tony Three Pies.,145,Draw the median duck,21,Mel Giedroyc,"[""fuck""]",But I don't know what fucking size everyone else is gonna draw!,1
350,5,Series 5,25,Dignity intact.,146,The most excellent noise,2,Greg Davies,"[""shit""]",Shit.,1
351,5,Series 5,25,Dignity intact.,146,The most excellent noise,2,Greg Davies,"[""prick""]","Right, let's smoke these pricks out.",1
352,5,Series 5,25,Dignity intact.,147,Give Alex a special cuddle,23,Aisling Bea,"[""wank""]","You're like, ""I'm gonna have to wank this guy off.""",1
353,5,Series 5,25,Dignity intact.,147,Give Alex a special cuddle,2,Greg Davies,"[""hell""]",Hell of an opener!,1
354,5,Series 5,25,Dignity intact.,147,Give Alex a special cuddle,24,Bob Mortimer,"[""ass/arse""]",Can you turn your arse towards me?,0
355,5,Series 5,25,Dignity intact.,148,Get Alex to dry land,23,Aisling Bea,"[""Christ""]","I mean, don't avert your eyes like you're disgusted. Jesus Christ!",0
356,5,Series 5,25,Dignity intact.,148,Get Alex to dry land,23,Aisling Bea,"[""shit""]","Well, I didn't shit myself, Sally.",1
357,5,Series 5,25,Dignity intact.,148,Get Alex to dry land,24,Bob Mortimer,"[""shit""]",Didn't have a shit.,1
358,5,Series 5,25,Dignity intact.,149,Score a basket without your hands,23,Aisling Bea,"[""shit""]",Shite.,0
359,5,Series 5,25,Dignity intact.,150,Get some fruit into the bowl,26,Nish Kumar,"[""piss"",""shit""]",Piss and shit!,1
360,5,Series 5,25,Dignity intact.,150,Get some fruit into the bowl,23,Aisling Bea,"[""prick""]","Oh, you prick!",1
361,5,Series 5,25,Dignity intact.,150,Get some fruit into the bowl,2,Greg Davies,"[""fuck""]",And we've learnt that Mark Watson looks like a fucking heron.,1
362,5,Series 5,26,The leprechaun or the lesbian.,151,The hippest headwear,2,Greg Davies,"[""Christ""]",Jesus Christ!,1
363,5,Series 5,26,The leprechaun or the lesbian.,152,Make a coconut-flinging machine,26,Nish Kumar,"[""shit"",""piss""]",Shitting piss!,0
364,5,Series 5,26,The leprechaun or the lesbian.,152,Make a coconut-flinging machine,23,Aisling Bea,"[""damn""]",Damn it!,1
365,5,Series 5,26,The leprechaun or the lesbian.,153,Paint a rainbow in the dark,24,Bob Mortimer,"[""fuck""]","And she said it had never needed painting since, 'cause it fuckin' burnt down.",0
366,5,Series 5,26,The leprechaun or the lesbian.,153,Paint a rainbow in the dark,24,Bob Mortimer,"[""shit""]","Shit, it's thick!",0
367,5,Series 5,26,The leprechaun or the lesbian.,153,Paint a rainbow in the dark,2,Greg Davies,"[""shit""]","And my favourite quote of the show so far: ""Shit, it's thick!""",1
368,5,Series 5,26,The leprechaun or the lesbian.,153,Paint a rainbow in the dark,2,Greg Davies,"[""shit""]",I think there's a bigger issue for us to discuss and that's the fact that the leprechaun appears to be smeared in its own shit.,1
369,5,Series 5,26,The leprechaun or the lesbian.,153,Paint a rainbow in the dark,26,Nish Kumar,"[""shit"",""piss""]","Oh, shit and piss!",0
370,5,Series 5,26,The leprechaun or the lesbian.,153,Paint a rainbow in the dark,2,Greg Davies,"[""shit""]",Absolute horse shit.,1
371,5,Series 5,26,The leprechaun or the lesbian.,153,Paint a rainbow in the dark,2,Greg Davies,"[""Christ""]",Jesus Christ! Rainbows have only got one physical characteristic.,1
372,5,Series 5,26,The leprechaun or the lesbian.,153,Paint a rainbow in the dark,2,Greg Davies,"[""shit""]",But I can't prove that leprechauns don't smear shit everywhere.,1
373,5,Series 5,26,The leprechaun or the lesbian.,154,Slice bread using something from the caravan,26,Nish Kumar,"[""damn""]",Damn it!,0
374,5,Series 5,26,The leprechaun or the lesbian.,154,Slice bread using something from the caravan,26,Nish Kumar,"[""shit"",""piss""]","Oh, shit and piss!",0
375,5,Series 5,26,The leprechaun or the lesbian.,154,Slice bread using something from the caravan,26,Nish Kumar,"[""fuck""]","When you got that grill out, I was like, ""This guy's a fuckin' genius.""",1
376,5,Series 5,26,The leprechaun or the lesbian.,155,Create the greatest splat,24,Bob Mortimer,"[""piss""]","All green apart from one that's yellow, and that's the piss bomb.",0
377,5,Series 5,26,The leprechaun or the lesbian.,155,Create the greatest splat,2,Greg Davies,"[""piss""]","Interesting suggestion, have one balloon full of piss?",1
378,5,Series 5,26,The leprechaun or the lesbian.,155,Create the greatest splat,27,Sally Phillips,"[""piss""]",We agreed that Bob was going to gently piss a tiny bit into a balloon.,1
379,5,Series 5,26,The leprechaun or the lesbian.,155,Create the greatest splat,27,Sally Phillips,"[""piss""]",That's the one with piss in it!,0
380,5,Series 5,26,The leprechaun or the lesbian.,155,Create the greatest splat,23,Aisling Bea,"[""piss""]",That's the one of piss!,0
381,5,Series 5,26,The leprechaun or the lesbian.,155,Create the greatest splat,2,Greg Davies,"[""piss""]","Presumably, from a piss-drenched woman.",1
382,5,Series 5,26,The leprechaun or the lesbian.,155,Create the greatest splat,25,Mark Watson,"[""fuck"",""hell""]",Fuckin' hell. Mate!,0
383,5,Series 5,26,The leprechaun or the lesbian.,155,Create the greatest splat,2,Greg Davies,"[""piss""]","And, you know, Sally took a faceful of piss for the show.",1
384,5,Series 5,26,The leprechaun or the lesbian.,156,Paint your own canvas,26,Nish Kumar,"[""shit""]","Oh, shit!",1
385,5,Series 5,26,The leprechaun or the lesbian.,156,Paint your own canvas,2,Greg Davies,"[""shit""]","There was doubt in my mind 'cause, well, his painting's shit.",1
386,5,Series 5,27,Phoenix.,158,Retrieve the table tennis ball from the tube,26,Nish Kumar,"[""dick""]",A big old robot dick.,0
387,5,Series 5,27,Phoenix.,158,Retrieve the table tennis ball from the tube,2,Greg Davies,"[""dick""]",From big old robot dicks to the rules.,1
388,5,Series 5,27,Phoenix.,158,Retrieve the table tennis ball from the tube,2,Greg Davies,"[""piss""]","So, in summary, Aisling entered the room, she got pissed... and turned the tube upside-down.",1
